Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
05/04/2023 12:26:53,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",não,"Personalidade do meu conjuge, Minha família","Aceitação Social, Ascensão financeira, Ter filhos",Tristeza,não,,,,A família do conjuge ou minha familia,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",Muito difícil. Várias expectativas frustradas
05/04/2023 12:30:01,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,sim,não,,"Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Não,,"Valores, Religião",
05/04/2023 12:32:23,36 á 41 anos,Graduação em curso,Femino,Evangelico,Norte,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Não me lembro,sim,Minha família,Segurança afetiva (vínculo seguro e constante),Medo,sim,não,,Perseverei e tentei reajustar a relação,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Valores, Religião","No início tudo é novo né, bate aquela incerteza, insegurança, da minha parte faltou um pouco mais de maturidade em relação a pequenas discussões muita delas bobas, eu querendo que ele adivinhasse as coisas ( rsrs), talvez também por traumas do passado, mais graças a Deus ele foi paciente e com a graça de Deus puder ir aprendendo e tendo maturidade hoje somos mais fortes e maduros."
05/04/2023 12:32:39,24 á 29 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Personalidade do meu conjuge, A família do conjuge, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,"Personalidade do meu conjuge, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi bom e prazeroso viver em uma casa e vida sonhadas e executadas por mim, porém foi revelador quanto as minhas próprias incapacidades e limitações o que gerou auto frustração e tristeza, estar casado ajudou a revelar e também tratar esse problema "
05/04/2023 12:34:20,24 á 29 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,1 e 2 anos,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",sim,sim,Foi a expectativa da própria vida de casada que me mostrou o quão diferente era da vida de filha,Procurei Terapia individual,"Personalidade do meu conjuge, Financeiros, Ambiente",Não,,Valores,"Ainda estou no início e vivi uma grande mudança para me casar (mudei de cidade, emprego, casa e deixei de ser filha para ser esposa), isso tudo foi bem difícil porque meu emocional e psicológico ficaram bem abalados. Mas aos poucos nós dois estamos trabalhando isso, eu com a aceitação de que a vida mudou e que isso não significa que ela é ruim e ele sempre me dando apoio e suporte para que essas mudanças não tenham um reflexo negativo sobre a vida igual teve no começo do casamento."
05/04/2023 12:34:59,Acima de 42 anos,Pós Graduação,Femino,Católico,Centro Oeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Reciprocidade Amorosa,não,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação",A família do conjuge ou minha familia,Não,,Valores,"Foi excelente, mas meu esposo não conseguia ser carinhoso como eu esperava, pois também não tinha recebido carinho em casa, mas aprendi a ver a forma de carinho que ele me tratava do jeito dele é assim conseguimos construir uma família linda."
05/04/2023 12:36:56,Acima de 42 anos,Graduação completa,Femino,Evangelico,Sudeste,Divorciado (a),Branco,24 á 29 anos,Entre 2 e 3 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,não,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)","Tristeza, Medo, Arrependimento",sim,sim,"A expequitativa que foi quebrada ,a falta de compromisso e responsabilidades em relação  ao casamento e falta de amor .","Pedi ajuda de lideres religiosos, Me separei, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Não,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",Não foi nada boa
05/04/2023 12:37:03,24 á 29 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,Reciprocidade Amorosa,Alegria,não,não,,Convesei,Personalidade do meu conjuge,Não,Personalidade do meu conjuge,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
05/04/2023 12:37:37,24 á 29 anos,Graduação completa,Femino,Evangelico,Centro Oeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, A família do conjuge, Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Arrependimento",sim,sim,"Acredito que idealizei a vida de casada como sendo um vida completamente diferente da que eu vivia. Ou seja, eu imaginava que os problemas que eu tinha antes de me casar (comigo mesma e no geral), eu não ia teria mais depois de casada. Mas a verdade é que a vida continua, não estamos à par de sofrimentos. O que eu não resolvi antes dentro de mim, continua precisando ser resolvido e só pode ser resolvido por mim mesma, nunca dependeu de ninguém. Acredito que isso é fruto de um pensamento imaturo e de uma parte da cultura cristã que idealiza o matrimônio como o auge da vida quando na verdade ele é um passo importante para que sejamos moldados por Deus (na minha visão cristã). Hoje eu entendo que casamento não é um lugar de realizações de expectativas, mas de amadurecimento, de abrir mão de mim mesma e aprender a viver como um só. As minhas expectativas foram apenas reflexo de uma imaturidade frente a realidade da vida. Não é porque eu fiz tudo certo antes do namoro que isso irá garantir um casamento próspero pro resto da vida. Casamento é manutenção diária, é depender de Deus dia após dia e decidir dar certo todos os dias. É trabalhoso, mas não vejo isso como onoroso no sentido pejorativo. Mas acho que um dos valores do casamento está justamente isso: na construção de um bom relacionamento. ","Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, A família do conjuge ou minha familia",Sim,"Personalidade do meu conjuge, A família do conjuge ou minha familia","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Acredito que foi um momento de adaptação, construção e autoavaliação. Eu e meu cônjuge chegamos cada um com suas expectativas, mas a realidade da vida nos mostrou quais eram válidas e quais não eram. Pra mim, o que nos guiou nesse processo, nos manteve firmes e possibilitou vivermos a alegria que temos vivido hoje foram os princípios estarem alinhados. Porque inevitavelmente iremos discordar e nos desentender, isso faz parte, mas o que nos leva para estarmos juntos e alinhados novamente são os princípios e valores. O que é importante pra mim é pra ele também, e isso que vai guiar nossas decisões juntos. A referência que nós tivemos em casa de casamento acredito que pesou muito também, pela graça e misericórdia de Deus, elas foram muito boas. Mas eu acho que termos sido sinceros quanto aos nosso valores e não colocado o outro como responsável pela nossa própria alegria no namoro foi essencial para vivermos um bom casamento hoje. Eu acredito que não podemos levar o namoro com um peso de um casame tô, mas acredito que o casamento começa desde o namoro. No que aceitamos e não aceitamos. E isso impactou muito positivamente o meu casamento. "
05/04/2023 12:38:02,36 á 41 anos,Pós Graduação,Femino,Evangelico,Norte,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Pardo,24 á 29 anos,Acimas de 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",não,Personalidade do meu conjuge,Aceitação Social,Tristeza,sim,sim,A fidelidade ,Convesei,Ambiente,Não,,Valores,"Foi conturbado e durante anos tem sido! Não quero mais!
Mas ele n aceita separação "
05/04/2023 12:40:43,36 á 41 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,36 á 41 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,Minha família,Reciprocidade Amorosa,Alegria,não,não,,Convesei,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)","Foi e está sendo ótimo
Com Deus no comando tudo flui bem
Acima d tudo respeito 
Cumplicidade acima de tudo 
"
05/04/2023 12:46:37,Acima de 42 anos,Graduação em curso,Masculino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, Financeiros",Condições de sair da casa dos meus pais e construir minha própria família,Alegria,não,não,,Perseverei e tentei reajustar a relação,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,Religião,Foi uma faze de aprendizado e amadurecimento 
05/04/2023 12:46:58,18 a 23 anos,Graduação em curso,Femino,Evangelico,Sudeste,Solteiro,Negro,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))","Alegria, Medo",não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
05/04/2023 12:50:17,30 á 35 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, Minha família","Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família","Tristeza, Medo",sim,sim,Ele era mais atencioso no namoro,"Convesei, Perseverei e tentei reajustar a relação","Financeiros, Ambiente",Sim,Financeiros,Religião,Trabalhoso 
05/04/2023 12:52:26,30 á 35 anos,Graduação em curso,Femino,Evangelico,Centro Oeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),não,"Personalidade do meu conjuge, Financeiros","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Tristeza,sim,sim,Personalidade ,"Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação",Ambiente,Não,,"Filmes, Valores, Religião",Desafiador. Tem sido e agora que estou gestante os desafios tem sido ainda mais doloridos 
05/04/2023 12:53:10,Acima de 42 anos,Pós Graduação,Femino,"Me considero cristã, porém sem vínculo a alguma entidade religiosa ",Sudeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Branco,30 á 35 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, A família do conjuge, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)",Reciprocidade Amorosa,"Alegria, Tristeza, Arrependimento",sim,sim,Reciprocidade amorosa e segurança afetiva ,Tentei sair do relacionamento mas acabei desistindo ,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Não,,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
05/04/2023 12:53:13,Acima de 42 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 3 e 4 anos,Acima de 3 anos,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Financeiros, Minha família",Condições de sair da casa dos meus pais e construir minha própria família,Alegria,não,não,,Perseverei e tentei reajustar a relação,A família do conjuge ou minha familia,,,,
05/04/2023 12:53:27,30 á 35 anos,Pós Graduação,Femino,Evangelico,Centro Oeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Personalidade do meu conjuge, Financeiros",Condições de sair da casa dos meus pais e construir minha própria família,Alegria,sim,sim,Respeito ,Convesei,"Personalidade do meu conjuge, Financeiros",Sim,Financeiros,"Valores, Religião",Desafiador. Mais existiam alegrias em conquistar juntos. Com o tempo percebe se que vai se perdendo a alegria.
05/04/2023 12:53:28,24 á 29 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Procurei Terapia individual","Personalidade do meu conjuge, Financeiros",Sim,"Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi desafiador, lidar com uma pessoa diferente, com costumes diferentes, em uma cidade distante da minha família, em meio a pandemia… Talvez se eu não tivesse uma fé cristã, eu teria desistido. "
